title,release_date,popularity,vote_average,genre_ids,genre_names,type
Brooklyn,20/10/2015,203.497,7.315,"[10749, 18]","Romance, Drama",movie
Surrogates,24/09/2009,203.418,6.108,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
Top Gunner: Danger Zone,20/05/2022,203.109,4.2,"[28, 53]","Action, Thriller",movie
Top Gunner: Danger Zone,20/05/2022,203.109,4.2,"[28, 53]","Action, Thriller",movie
Top Gunner: Danger Zone,20/05/2022,203.109,4.2,"[28, 53]","Action, Thriller",movie
Top Gunner: Danger Zone,20/05/2022,203.109,4.2,"[28, 53]","Action, Thriller",movie
Island Escape,08/08/2023,202.999,4.333,"[27, 28, 878]","Horror, Action, Science Fiction",movie
Island Escape,08/08/2023,202.999,4.333,"[27, 28, 878]","Horror, Action, Science Fiction",movie
The Super Mario Bros. Movie,05/04/2023,202.641,7.675,"[16, 10751, 12, 14, 35]","Animation, Family, Adventure, Fantasy, Comedy",movie
The Super Mario Bros. Movie,05/04/2023,202.641,7.675,"[16, 10751, 12, 14, 35]","Animation, Family, Adventure, Fantasy, Comedy",movie
Vamp,18/07/1986,202.037,5.871,"[35, 27]","Comedy, Horror",movie
Damsel,07/03/2024,200.716,7.134,"[14, 28, 12]","Fantasy, Action, Adventure",movie
Bohemian Rhapsody,24/10/2018,199.709,7.987,"[10402, 18]","Music, Drama",movie
Bohemian Rhapsody,24/10/2018,199.709,7.987,"[10402, 18]","Music, Drama",movie
Megamind vs. the Doom Syndicate,29/03/2024,204.195,5.071,"[16, 35, 878]","Animation, Comedy, Science Fiction",movie
Die Another Day,17/11/2002,188.599,5.98,"[12, 28, 53]","Adventure, Action, Thriller",movie
Gerald's Game,29/09/2017,187.732,6.396,"[27, 53]","Horror, Thriller",movie
Gerald's Game,29/09/2017,187.732,6.396,"[27, 53]","Horror, Thriller",movie
Westworld,15/08/1973,186.794,6.8,"[12, 878, 37]","Adventure, Science Fiction, Western",movie
Westworld,15/08/1973,186.794,6.8,"[12, 878, 37]","Adventure, Science Fiction, Western",movie
Casablanca,15/01/1943,195.201,8.16,"[18, 10749]","Drama, Romance",movie
Back to Black,11/04/2024,159.538,6.737,"[10402, 18]","Music, Drama",movie
The Road,25/11/2009,186.821,7.004,"[12, 18]","Adventure, Drama",movie
SuperFly,13/06/2018,184.757,6.771,"[28, 80]","Action, Crime",movie
SuperFly,13/06/2018,184.757,6.771,"[28, 80]","Action, Crime",movie
Boyhood,05/06/2014,184.249,7.505,[18],Drama,movie
Boyhood,05/06/2014,184.249,7.505,[18],Drama,movie
Labyrinth,27/06/1986,194.946,7.277,"[12, 10751, 14]","Adventure, Family, Fantasy",movie
Blockers,14/03/2018,189.196,6.307,[35],Comedy,movie
Mothers' Instinct,11/01/2024,172.852,6.7,"[18, 53]","Drama, Thriller",movie
Mothers' Instinct,11/01/2024,172.852,6.7,"[18, 53]","Drama, Thriller",movie
Mothers' Instinct,11/01/2024,172.852,6.661,"[18, 53]","Drama, Thriller",movie
Mothers' Instinct,11/01/2024,172.852,6.661,"[18, 53]","Drama, Thriller",movie
Love Lies Bleeding,08/03/2024,175.643,6.667,"[80, 10749, 53]","Crime, Romance, Thriller",movie
Love Lies Bleeding,08/03/2024,175.643,6.667,"[80, 10749, 53]","Crime, Romance, Thriller",movie
Love Lies Bleeding,08/03/2024,175.643,6.663,"[80, 10749, 53]","Crime, Romance, Thriller",movie
Love Lies Bleeding,08/03/2024,175.643,6.663,"[80, 10749, 53]","Crime, Romance, Thriller",movie
Annie,21/05/1982,175.261,6.528,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,21/05/1982,175.261,6.528,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,21/05/1982,175.261,6.528,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,21/05/1982,175.261,6.528,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,21/05/1982,175.261,6.528,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,21/05/1982,175.261,6.528,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,18/12/2014,45.088,6.2,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,18/12/2014,45.088,6.2,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,18/12/2014,45.088,6.2,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,18/12/2014,45.088,6.2,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,18/12/2014,45.088,6.2,"[35, 18, 10751]","Comedy, Drama, Family",movie
Annie,18/12/2014,45.088,6.2,"[35, 18, 10751]","Comedy, Drama, Family",movie
Coming 2 America,04/03/2021,190.226,6.426,[35],Comedy,movie
Coming 2 America,04/03/2021,190.226,6.426,[35],Comedy,movie
Django Unchained,25/12/2012,239.828,8.179,"[18, 37]","Drama, Western",movie
Mother of the Bride,08/05/2024,172.922,6.019,"[10749, 35]","Romance, Comedy",movie
Mother of the Bride,08/05/2024,172.922,6.019,"[10749, 35]","Romance, Comedy",movie
Mother of the Bride,08/05/2024,172.922,6.019,"[10749, 35]","Romance, Comedy",movie
Mother of the Bride,08/05/2024,172.922,6.019,"[10749, 35]","Romance, Comedy",movie
Cinderella,03/09/2021,177.958,6.371,"[14, 10749, 35]","Fantasy, Romance, Comedy",movie
Cinderella,03/09/2021,177.958,6.371,"[14, 10749, 35]","Fantasy, Romance, Comedy",movie
Cinderella,03/09/2021,177.958,6.371,"[14, 10749, 35]","Family, Fantasy, Animation, Romance",movie
Cinderella,03/09/2021,177.958,6.371,"[14, 10749, 35]","Romance, Fantasy, Family, Drama",movie
Cinderella,03/09/2021,177.958,6.371,"[14, 10749, 35]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Family, Fantasy, Animation, Romance",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Family, Fantasy, Animation, Romance",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Romance, Fantasy, Family, Drama",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Fantasy, Romance, Comedy",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Fantasy, Romance, Comedy",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Family, Fantasy, Animation, Romance",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Romance, Fantasy, Family, Drama",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Family, Fantasy, Animation, Romance",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1950,93.156,7.043,"[10751, 14, 16, 10749]","Romance, Fantasy, Family, Drama",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Fantasy, Romance, Comedy",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Fantasy, Romance, Comedy",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Family, Fantasy, Animation, Romance",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Romance, Fantasy, Family, Drama",movie
Cinderella,06/03/2015,94.48,6.813,"[10749, 14, 10751, 18]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1965,17.743,6.43,"[14, 10749, 10770, 10402]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1965,17.743,6.43,"[14, 10749, 10770, 10402]","Fantasy, Romance, Comedy",movie
Cinderella,22/02/1965,17.743,6.43,"[14, 10749, 10770, 10402]","Family, Fantasy, Animation, Romance",movie
Cinderella,22/02/1965,17.743,6.43,"[14, 10749, 10770, 10402]","Romance, Fantasy, Family, Drama",movie
Cinderella,22/02/1965,17.743,6.43,"[14, 10749, 10770, 10402]","Romance, Fantasy, Family, Drama",movie
Avatar,15/12/2009,148.931,7.581,"[28, 12, 14, 878]","Action, Adventure, Fantasy, Science Fiction",movie
Outsource,18/01/2022,164.316,3.688,"[28, 35]","Action, Comedy",movie
Outsource,18/01/2022,164.316,3.688,"[28, 35]","Action, Comedy",movie
Aladdin,22/05/2019,181.599,7.107,"[12, 14, 10749, 10751]","Adventure, Fantasy, Romance, Family",movie
Aladdin,22/05/2019,181.599,7.107,"[12, 14, 10749, 10751]","Animation, Family, Adventure, Fantasy, Romance",movie
Aladdin,22/05/2019,181.599,7.107,"[12, 14, 10749, 10751]","Animation, Fantasy, Family, Adventure",movie
Aladdin,25/11/1992,115.026,7.651,"[16, 10751, 12, 14, 10749]","Adventure, Fantasy, Romance, Family",movie
Aladdin,25/11/1992,115.026,7.651,"[16, 10751, 12, 14, 10749]","Animation, Family, Adventure, Fantasy, Romance",movie
Aladdin,25/11/1992,115.026,7.651,"[16, 10751, 12, 14, 10749]","Animation, Fantasy, Family, Adventure",movie
Aladdin,25/11/1992,115.026,7.651,"[16, 10751, 12, 14, 10749]","Adventure, Fantasy, Romance, Family",movie
Aladdin,25/11/1992,115.026,7.651,"[16, 10751, 12, 14, 10749]","Animation, Family, Adventure, Fantasy, Romance",movie
Aladdin,25/11/1992,115.026,7.651,"[16, 10751, 12, 14, 10749]","Animation, Fantasy, Family, Adventure",movie
Batman Forever,16/06/1995,179.023,5.4,"[28, 80, 14]","Action, Crime, Fantasy",movie
Batman Forever,16/06/1995,179.023,5.4,"[28, 80, 14]","Action, Crime, Fantasy",movie
"Oh, God!",07/10/1977,177.695,6.429,"[14, 35]","Fantasy, Comedy",movie
"Oh, God!",07/10/1977,177.695,6.429,"[14, 35]","Fantasy, Comedy",movie
Blue Beetle,16/08/2023,172.835,6.794,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Blue Beetle,16/08/2023,172.835,6.794,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Deep Water,18/03/2022,172.497,5.801,"[18, 9648, 53]","Drama, Mystery, Thriller",movie
Deep Water,18/03/2022,172.497,5.801,"[18, 9648, 53]","Drama, Mystery, Thriller",movie
Last Christmas,07/11/2019,172.275,7.245,"[35, 10749]","Comedy, Romance",movie
Last Christmas,07/11/2019,172.275,7.245,"[35, 10749]","Comedy, Romance",movie
Pet Sematary,04/04/2019,171.474,5.737,"[27, 53]","Horror, Thriller",movie
Pet Sematary,21/04/1989,102.655,6.615,"[27, 18]","Horror, Thriller",movie
The Equalizer 2,19/07/2018,169.229,6.746,"[28, 53, 80]","Action, Thriller, Crime",movie
The Equalizer 2,19/07/2018,169.229,6.746,"[28, 53, 80]","Action, Thriller, Crime",movie
Rocketman,17/05/2019,168.418,7.325,"[10402, 18]","Music, Drama",movie
The Singing Nun,17/03/1966,167.158,5.5,"[10402, 35, 18, 10751]","Music, Comedy, Drama, Family",movie
Forrest Gump,23/06/1994,165.713,8.475,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Boss Level,19/02/2021,165.238,6.881,"[28, 878, 53]","Action, Science Fiction, Thriller",movie
Boss Level,19/02/2021,165.238,6.881,"[28, 878, 53]","Action, Science Fiction, Thriller",movie
Boss Level,19/02/2021,165.238,6.881,"[28, 878, 53]","Action, Science Fiction, Thriller",movie
Boss Level,19/02/2021,165.238,6.881,"[28, 878, 53]","Action, Science Fiction, Thriller",movie
Sausage Party,11/07/2016,164.618,5.747,"[12, 16, 35, 14]","Adventure, Animation, Comedy, Fantasy",movie
Sausage Party,11/07/2016,164.618,5.747,"[12, 16, 35, 14]","Adventure, Animation, Comedy, Fantasy",movie
Sausage Party,11/07/2016,164.618,5.747,"[12, 16, 35, 14]","Adventure, Animation, Comedy, Fantasy",movie
Sausage Party,11/07/2016,164.618,5.747,"[12, 16, 35, 14]","Adventure, Animation, Comedy, Fantasy",movie
Black Adam,19/10/2022,164.139,6.941,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Baby Shark's Big Movie,07/02/2024,164.049,6.9,"[16, 10751, 12, 35]","Animation, Family, Adventure, Comedy",movie
The Cloverfield Paradox,04/02/2018,163.249,5.602,"[27, 878, 28]","Horror, Science Fiction, Action",movie
The Cloverfield Paradox,04/02/2018,163.249,5.602,"[27, 878, 28]","Horror, Science Fiction, Action",movie
The Cloverfield Paradox,04/02/2018,163.249,5.602,"[27, 878, 28]","Horror, Science Fiction, Action",movie
The Cloverfield Paradox,04/02/2018,163.249,5.602,"[27, 878, 28]","Horror, Science Fiction, Action",movie
The Circle,27/04/2017,162.899,5.522,"[18, 53, 878]","Drama, Thriller, Science Fiction",movie
The Circle,27/04/2017,162.899,5.522,"[18, 53, 878]","Drama, Fantasy, Mystery, Thriller, Horror",movie
The Circle,27/04/2017,162.899,5.522,"[18, 53, 878]","Drama, Fantasy, Mystery, Thriller, Horror",movie
Star Trek Beyond,07/07/2016,162.345,6.783,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Star Trek Beyond,07/07/2016,162.345,6.783,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Star Trek Beyond,07/07/2016,162.345,6.783,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Star Trek Beyond,07/07/2016,162.345,6.783,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Extraction,24/04/2020,161.931,7.338,"[28, 53]","Action, Thriller",movie
Extraction,18/12/2015,20.804,4.546,"[28, 53]","Action, Thriller",movie
Extraction,18/12/2015,20.804,4.546,"[28, 53]","Action, Thriller",movie
Courage of Lassie,08/11/1946,161.675,5.7,"[10751, 12, 18]","Family, Adventure, Drama",movie
Heathers,31/03/1989,161.085,7.306,"[35, 80]","Comedy, Crime",movie
Bound,13/09/1996,152.678,7.166,"[18, 53, 80]","Drama, Thriller, Crime",movie
Apostle,21/09/2018,153.295,6.1,"[27, 9648, 53, 18]","Horror, Mystery, Thriller, Drama",movie
Apostle,21/09/2018,153.295,6.1,"[27, 9648, 53, 18]","Horror, Mystery, Thriller, Drama",movie
Top Hat,29/08/1935,160.517,7.293,"[35, 10402, 10749]","Comedy, Music, Romance",movie
Mission: Impossible - Dead Reckoning Part One,08/07/2023,140.669,7.544,"[28, 53]","Action, Thriller",movie
Evil Dead,05/04/2013,158.347,6.54,[27],Horror,movie
Napoleon,22/11/2023,146.16,6.457,"[36, 10752, 10749]","History, War, Romance",movie
The Godfather Part II,20/12/1974,157.237,8.577,"[18, 80]","Drama, Crime",movie
The Godfather Part II,20/12/1974,157.237,8.577,"[18, 80]","Drama, Crime",movie
Dark Shadows,01/01/2004,154.249,8.2,[10770],TV Movie,movie
Dark Shadows,01/01/2004,154.249,8.2,[10770],TV Movie,movie
Dark Shadows,01/01/2004,154.249,8.2,[10770],"Comedy, Fantasy",movie
Okja,28/06/2017,157.926,7.37,"[12, 18, 878]","Adventure, Drama, Science Fiction",movie
My Girl,27/11/1991,148.587,7.387,"[35, 18]","Comedy, Drama",movie
Coco,27/10/2017,137.237,8.212,"[10751, 16, 10402, 12]","Family, Animation, Music, Adventure",movie
Coco,27/10/2017,137.237,8.212,"[10751, 16, 10402, 12]","Family, Animation, Music, Adventure",movie
The Blair Witch Project,14/07/1999,154.576,6.335,"[27, 9648]","Horror, Mystery",movie
The Blair Witch Project,14/07/1999,154.576,6.335,"[27, 9648]","Horror, Mystery",movie
Notting Hill,21/05/1999,152.806,7.262,"[10749, 35]","Romance, Comedy",movie
Notting Hill,21/05/1999,152.806,7.262,"[10749, 35]","Romance, Comedy",movie
Iron Man,30/04/2008,135.519,7.644,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Iron Man,30/04/2008,135.519,7.644,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Shrek,18/05/2001,134.261,7.742,"[16, 35, 14, 12, 10751]","Animation, Comedy, Fantasy, Adventure, Family",movie
The Vault,04/03/2021,156.734,6.821,"[18, 28, 53]","Horror, Thriller",movie
The Vault,01/09/2017,44.707,4.854,"[27, 53]","Horror, Thriller",movie
The Philadelphia Story,05/12/1940,151.687,7.621,"[35, 10749]","Comedy, Romance",movie
Inland Empire,06/12/2006,145.619,7.02,"[18, 27, 9648]","Drama, Horror, Mystery",movie
Guardians of the Galaxy Vol. 3,03/05/2023,148.888,7.973,"[878, 12, 28]","Science Fiction, Adventure, Action",movie
The Post,22/12/2017,153.796,7.005,"[18, 36]","Drama, History",movie
Her,18/12/2013,154.043,7.857,"[10749, 878, 18]","Romance, Science Fiction, Drama",movie
Her,18/12/2013,154.043,7.857,"[10749, 878, 18]","Romance, Science Fiction, Drama",movie
Her,18/12/2013,154.043,7.857,"[10749, 878, 18]","Romance, Science Fiction, Drama",movie
Her,18/12/2013,154.043,7.857,"[10749, 878, 18]","Romance, Science Fiction, Drama",movie
Moana 2,27/11/2024,127.82,0.0,"[16, 12, 10751, 35]","Animation, Adventure, Family, Comedy",movie
Moana 2,27/11/2024,127.82,0.0,"[16, 12, 10751, 35]","Animation, Adventure, Family, Comedy",movie
Puss in Boots: The Last Wish,07/12/2022,157.463,8.236,"[16, 12, 14, 35, 10751]","Animation, Adventure, Fantasy, Comedy, Family",movie
The Belko Experiment,17/03/2016,152.838,6.17,"[27, 53]","Horror, Thriller",movie
The Belko Experiment,17/03/2016,152.838,6.17,"[27, 53]","Horror, Thriller",movie
Gaga Chromatica Ball,23/05/2024,114.765,8.173,[10402],Music,movie
Gaga Chromatica Ball,23/05/2024,114.765,8.173,[10402],Music,movie
Top Gun: Maverick,21/05/2022,158.247,8.219,"[28, 18]","Action, Drama",movie
Top Gun: Maverick,21/05/2022,158.247,8.219,"[28, 18]","Action, Drama",movie
The Hunger Games: The Ballad of Songbirds & Snakes,15/11/2023,142.805,7.152,"[18, 878, 28]","Drama, Science Fiction, Action",movie
Jason X,09/11/2001,150.08,4.843,"[27, 878]","Horror, Science Fiction",movie
Jason X,09/11/2001,150.08,4.843,"[27, 878]","Horror, Science Fiction",movie
IO,18/01/2019,148.768,4.927,[878],Science Fiction,movie
IO,18/01/2019,148.768,4.927,[878],Science Fiction,movie
Sing Street,11/03/2016,145.512,7.875,"[10749, 18, 10402]","Romance, Drama, Music",movie
Ghostbusters: Afterlife,18/11/2021,158.021,7.401,"[14, 35, 12, 878]","Fantasy, Comedy, Adventure, Science Fiction",movie
The Guest,05/09/2014,141.961,6.7,"[9648, 53, 28]","Mystery, Thriller, Action",movie
It Comes at Night,09/06/2017,153.351,5.8,"[18, 27, 9648]","Drama, Horror, Mystery",movie
It Comes at Night,09/06/2017,153.351,5.8,"[18, 27, 9648]","Drama, Horror, Mystery",movie
Mute,23/02/2018,149.986,5.594,"[878, 9648, 53]","Science Fiction, Mystery, Thriller",movie
Harry Potter and the Prisoner of Azkaban,31/05/2004,183.074,8.017,"[12, 14]","Adventure, Fantasy",movie
The Hobbit: The Battle of the Five Armies,10/12/2014,139.63,7.318,"[28, 12, 14]","Action, Adventure, Fantasy",movie
Expend4bles,15/09/2023,135.877,6.268,"[28, 12, 53]","Action, Adventure, Thriller",movie
Expend4bles,15/09/2023,135.877,6.267,"[28, 12, 53]","Action, Adventure, Thriller",movie
Alien³,22/05/1992,143.017,6.361,"[878, 28, 27]","Science Fiction, Action, Horror",movie
War of the Worlds,28/06/2005,142.994,6.508,"[12, 53, 878]","Adventure, Thriller, Science Fiction",movie
Black Hawk Down,28/12/2001,145.981,7.375,"[28, 10752, 36]","Action, War, History",movie
The King,11/10/2019,137.706,7.15,"[18, 36, 10752]","Drama, History, War",movie
The King,11/10/2019,137.706,7.15,"[18, 36, 10752]","Drama, History, War",movie
Mission: Impossible - Fallout,13/07/2018,151.056,7.425,"[28, 12]","Action, Adventure",movie
Leo,17/11/2023,126.356,7.495,"[16, 35, 10751]","Animation, Comedy, Family",movie
Leo,17/11/2023,126.356,7.495,"[16, 35, 10751]","Animation, Comedy, Family",movie
Leo,17/11/2023,126.356,7.495,"[16, 35, 10751]","Action, Crime, Thriller",movie
Leo,17/11/2023,126.356,7.495,"[16, 35, 10751]","Action, Crime, Thriller",movie
Leo,17/11/2023,126.356,7.496,"[16, 35, 10751]","Animation, Comedy, Family",movie
Leo,17/11/2023,126.356,7.496,"[16, 35, 10751]","Animation, Comedy, Family",movie
Leo,17/11/2023,126.356,7.496,"[16, 35, 10751]","Action, Crime, Thriller",movie
Leo,17/11/2023,126.356,7.496,"[16, 35, 10751]","Action, Crime, Thriller",movie
The Tomorrow War,03/09/2021,140.477,7.543,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Jurassic World Dominion,01/06/2022,150.718,6.714,"[12, 28, 878]","Adventure, Action, Science Fiction",movie
Planet of the Apes,07/02/1968,142.897,7.654,"[878, 12, 18, 28]","Science Fiction, Adventure, Drama, Action",movie
The First Purge,04/07/2018,139.144,6.004,"[27, 28, 53]","Horror, Action, Thriller",movie
Hellboy,10/04/2019,138.892,5.557,"[14, 27, 28, 12]","Fantasy, Action",movie
Hellboy,10/04/2019,138.892,5.557,"[14, 27, 28, 12]","Fantasy, Action",movie
Hellboy,10/04/2019,138.892,5.557,"[14, 27, 28, 12]","Fantasy, Action",movie
Hellboy,10/04/2019,138.892,5.557,"[14, 27, 28, 12]","Fantasy, Action",movie
PAW Patrol: The Mighty Movie,21/09/2023,138.554,7.077,"[16, 10751, 28, 878, 35, 18, 12]","Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure",movie
PAW Patrol: The Mighty Movie,21/09/2023,138.554,7.077,"[16, 10751, 28, 878, 35, 18, 12]","Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure",movie
PAW Patrol: The Mighty Movie,21/09/2023,138.554,7.077,"[16, 10751, 28, 878, 35, 18, 12]","Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure",movie
PAW Patrol: The Mighty Movie,21/09/2023,138.554,7.077,"[16, 10751, 28, 878, 35, 18, 12]","Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure",movie
